,vignette,recipient,source,duration,place,type
317,FBI acquires location data from CCTV cameras with facial recognition for a period of a month and uses this data to figure out if a person was at a voting site,FBI,CCTV cameras with facial recognition,a month,a voting site,location2
318,FBI acquires location data from CCTV cameras with facial recognition for a period of a few days and uses this data to figure out if a person was at a voting site,FBI,CCTV cameras with facial recognition,a few days,a voting site,location2
319,FBI acquires location data from CCTV cameras with facial recognition for a period of a few minutes and uses this data to figure out if a person was at a voting site,FBI,CCTV cameras with facial recognition,a few minutes,a voting site,location2
320,FBI acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at a restaurant or a cafe,FBI,signal from mobile phone,a year,a restaurant or a cafe,location2
321,FBI acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at a restaurant or a cafe,FBI,signal from mobile phone,about six months,a restaurant or a cafe,location2
322,FBI acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at a restaurant or a cafe,FBI,signal from mobile phone,a month,a restaurant or a cafe,location2
323,FBI acquires location data from signal from mobile phone for a period of a few days and uses this data to figure out if a person was at a restaurant or a cafe,FBI,signal from mobile phone,a few days,a restaurant or a cafe,location2
324,FBI acquires location data from signal from mobile phone for a period of a few minutes and uses this data to figure out if a person was at a restaurant or a cafe,FBI,signal from mobile phone,a few minutes,a restaurant or a cafe,location2
325,FBI acquires location data from signal from mobile phone for a period of a year and uses this data to figure out if a person was at the mall,FBI,signal from mobile phone,a year,the mall,location2
326,FBI acquires location data from signal from mobile phone for a period of about six months and uses this data to figure out if a person was at the mall,FBI,signal from mobile phone,about six months,the mall,location2
327,FBI acquires location data from signal from mobile phone for a period of a month and uses this data to figure out if a person was at the mall,FBI,signal from mobile phone,a month,the mall,location2
